motVedette;nbSyll;origin;sampa;ipa
fetters;2;fĕʹtt_e_rs;f E 4 3:r z;fɛɾɜ:rz
fetter;2;fĕʹtt_e_r;f E 4 3:r;fɛɾɜ:r
feud;1;feud;f j u d;fjud
feudal;2;feuʹdal;f j u 4 @ l;fjuɾəl
fever;2;fēʹv_e_r;f i: v 3:r;fiːvɜ:r
feverish;3;fēʹvĕriſh;f i: v 3:r i S;fiːvɜ:riʃ
fibrous;2;fīʹbr_o_us;f aI b r\ @ s;f?bɹəs
fickle;2;fĭʹckle;f I k @ l;fɪkəl
fiction;3;fĭʹctĭon;f I k S @ n;fɪkʃən
fictitious;4;fĭctĭʹtious;f i k t I S @ s;fiktɪʃəs
fiddle;2;fĭʹddle;f I 4 @ l;fɪɾəl
fidelity;4;fĭdĕʹlĭty;f @ d E l @ 4 i:;fədɛləɾiː
fiduciary;5;fidūʹcĭary;f @ d u S i: E r\ i:;fəduʃiːɛɹiː
fief;1;fief;f i: f;fiːf
field;1;field;f i: l d;fiːld
fiend;1;fiend;f i: n d;fiːnd
fierce;1;f_i_ĕrce;f I r\ s;fɪɹs
fiery;2;fīʹ_e_ry;f aI 3:r i:;f?ɜ:riː
fife;1;fīfe;f aI f;f?f
fifteen;2;fĭʹfteen;f i f t i: n;fiftiːn
fifty;2;fĭʹfty;f I f t i:;fɪftiː
fig;1;fĭg;f I g;fɪg
fight;1;fī_gh_t;f aI t;f?t
figment;2;fĭʹgment;f I g m i n t;fɪgmint
figurative;4;fĭgŭrătive;f I g j 3:r @ 4 i v;fɪgjɜ:rəɾiv
figure;2;fĭʹgŭre;f I g j 3:r;fɪgjɜ:r
filaments;3;fĭʹlăments;f I l @ m @ n t s;fɪləmənts
filch;1;fĭlch;f I l tS;fɪl?
file;1;fīle;f aI l;f?l
filet;2;fĭʹlet;f i l eI;fil?
filial;3;fĭʹlĭal;f I l i: @ l;fɪliːəl
fill;1;fĭll;f I l;fɪl
fillet;2;fĭʹllet;f @ l eI;fəl?
fillip;2;fĭʹllĭp;f I l @ p;fɪləp
filly;2;fĭʹlly;f I l i:;fɪliː
film;1;film;f I l m;fɪlm
filter;2;fĭʹlt_e_r;f I l t 3:r;fɪltɜ:r
filth;1;filth;f I l T;fɪlθ
filthy;2;fĭʹlthy;f I l T i:;fɪlθiː
fin;1;fĭn;f I n;fɪn
final;2;fīʹnal;f aI n @ l;f?nəl
financer;3;fĭʹnăncer;f aI n { n s 3:r;f?nænsɜ:r
finances;3;fĭʹnănces;f i n { n s i z;finænsiz
find;1;fīnd;f aI n d;f?nd
fine;1;fīne;f aI n;f?n
finery;2;fīʹn_e_ry;f aI n 3:r i:;f?nɜ:riː
fingers;2;fĭʹngers;f I N g 3:r z;fɪŋgɜ:rz
finical;3;fĭʹnĭcal;f I n i k @ l;fɪnikəl
finish;2;fĭʹniſh;f I n i S;fɪniʃ
finisher;3;fĭʹnĭſher;f I n i S 3:r;fɪniʃɜ:r
finite;2;fĭʹnĭte;f aI n aI t;f?n?t
fire;1;fīre;f aI 3:r;f?ɜ:r
firm;1;fĭrm;f 3:r m;fɜ:rm
firman;2;fĭʹrman;f 3:r m @ n;fɜ:rmən
firmness;2;fĭʹrmneſs;f 3:r m n @ s;fɜ:rmnəs
first;1;fĭrſt;f 3:r s t;fɜ:rst
fiscal;2;fĭʹſcal;f I s k @ l;fɪskəl
fish;1;fĭſh;f I S;fɪʃ
fishmonger;3;fĭʹſhmŏnger;f I S m A N g 3:r;fɪʃmɑŋgɜ:r
fishery;3;fĭʹſh_e_ry;f I S 3:r i:;fɪʃɜ:riː
fissure;2;fĭʹſſūre;f I S 3:r;fɪʃɜ:r
fist;1;fĭſt;f I s t;fɪst
fit;1;fĭt;f I t;fɪt
fitch;1;fĭtch;f I tS;fɪ?
fitz;1;fĭtz;f I t s;fɪts
five;1;fīve;f aI v;f?v
fix;1;fĭx;f I k s;fɪks
fixation;4;fĭxāʹtion;f i k s eI S @ n;fiks?ʃən
fixed;2;fĭʹxed;f I k s t;fɪkst
fizzle;2;fĭʹzzle;f I z @ l;fɪzəl
flabby;2;flăʹbby;f l { b i:;flæbiː
flaccid;2;flăʹccid;f l { k s i d;flæksid
flag;1;flăg;f l { g;flæg
flagrant;2;flāʹgrănt;f l eI g r\ @ n t;fl?gɹənt
flags;1;flăgs;f l { g z;flægz
flail;1;flail;f l eI l;fl?l
flake;1;flāke;f l eI k;fl?k
flam;1;flăm;f l { m;flæm
flame;1;flāme;f l eI m;fl?m
flank;1;flănk;f l { N k;flæŋk
flanks;1;flănks;f l { N k s;flæŋks
flannel;2;flăʹnnel;f l { n @ l;flænəl
flap;1;flăp;f l { p;flæp
flare;1;flāre;f l E r\;flɛɹ
flashy;2;flăʹſhy;f l { S i:;flæʃiː
flask;1;flaſk;f l { s k;flæsk
flat;1;flăt;f l { t;flæt
flatter;2;flăʹtt_e_r;f l { 4 3:r;flæɾɜ:r
flatulent;3;flăʹtūlent;f l { tS @ l @ n t;flæ?ələnt
flaunt;1;flaunt;f l O: n t;flOːnt
flaw;1;flaw;f l O:;flOː
flax;1;flăx;f l { k s;flæks
flea;1;flea;f l i:;fliː
fledge;1;flĕdge;f l E dZ;flɛ?
fleece;1;fleece;f l i: s;fliːs
fleer;1;fleer;f l I r\;flɪɹ
fleet;1;fleet;f l i: t;fliːt
fleeting;2;fleeʹting;f l i: 4 i N;fliːɾiŋ
flesh;1;flĕſh;f l E S;flɛʃ
fleshy;2;flĕʹſhy;f l E S i:;flɛʃiː
fletcher;2;flĕtcher;f l E tS 3:r;flɛ?ɜ:r
flexible;3;flĕʹxĭble;f l E k s @ b @ l;flɛksəbəl
flexion;3;flĕʹxĭon;f l E k S @ n;flɛkʃən
flight;1;flī_gh_t;f l aI t;fl?t
flimsy;2;flĭʹmſy;f l I m z i:;flɪmziː
flinch;1;flĭnch;f l I n tS;flɪn?
fling;1;flĭng;f l I N;flɪŋ
flint;1;flĭnt;f l I n t;flɪnt
flinty;2;flĭʹnty;f l I n t i:;flɪntiː
flip;1;flĭp;f l I p;flɪp
flippant;2;flĭʹppănt;f l I p @ n t;flɪpənt
flirt;1;flĭrt;f l 3:r t;flɜ:rt
flitting;2;flĭʹtting;f l I 4 i N;flɪɾiŋ
float;1;float;f l @U t;floʊt
floating;2;floaʹting;f l @U 4 i N;floʊɾiŋ
flock;1;flŏck;f l A k;flɑk
flocks;1;flŏcks;f l A k s;flɑks
food;1;food;f u d;fud
food;1;food;f u d;fud
floor;1;floor;f l O: r\;flOːɹ
flora;2;flōʹra;f l O: r\ @;flOːɹə
florid;2;flŏʹrid;f l O: r\ @ d;flOːɹəd
florin;2;flŏʹrin;f l O: r\ i n;flOːɹin
florentine;3;flŏʹrĕntine;f l O: r\ @ n t i: n;flOːɹəntiːn
florist;2;floʹriſt;f l A r\ @ s t;flɑɹəst
flourish;2;fl_o_ŭʹriſh;f l 3:r i S;flɜ:riʃ
flow;1;flow;f l @U;floʊ
flower;2;flȯʹẇer;f l aU 3:r;fl?ɜ:r
fluctuate;3;flŭʹctūāte;f l V k tS @ w eI t;flʌk?əw?t
fluctuation;5;flŭctūāʹtion;f l V k tS u eI S @ n;flʌk?u?ʃən
flue;1;flūe;f l u;flu
fluency;3;flūʹĕncy;f l u @ n s i:;fluənsiː
fluent;2;flūʹent;f l u @ n t;fluənt
fluid;2;flūʹid;f l u @ d;fluəd
fluidity;4;flūĭʹdĭty;f l u I 4 @ 4 i:;fluɪɾəɾiː
fluke;1;flūke;f l u k;fluk
fluor;2;flūʹor;f l u 3:r;fluɜ:r
flurry;2;flŭʹrry;f l 3:r i:;flɜ:riː
flustered;3;flŭʹſtĕred;f l V s t 3:r d;flʌstɜ:rd
flute;1;flūte;f l u t;flut
flutter;2;flŭʹtt_e_r;f l V 4 3:r;flʌɾɜ:r
flux;1;flŭx;f l V k s;flʌks
fly;1;fly;f l aI;fl?
flyers;2;flyʹers;f l aI 3:r z;fl?ɜ:rz
flying;2;flyʹing;f l aI i N;fl?iŋ
foam;1;foam;f @U m;foʊm
fob;1;fŏb;f O: b;fOːb
focus;2;fŏʹcus;f @U k @ s;foʊkəs
fodder;2;fŏʹdd_e_r;f A 4 3:r;fɑɾɜ:r
foe;1;fōe;f @U;foʊ
fog;1;fŏg;f A g;fɑg
foible;2;foiʹble;f OI b @ l;f?bəl
foil;1;foil;f OI l;f?l
fold;1;fold;f @U l d;foʊld
foliage;3;fŏʹlĭage;f @U l i dZ;foʊli?
foliate;3;fŏʹlĭāte;f @U l i: eI t;foʊliː?t
folks;1;fŏlks;f @U k s;foʊks
follow;2;fŏʹllow;f A l @U;fɑloʊ
folly;2;fŏʹlly;f A l i:;fɑliː
foment;2;fŏmĕʹnt;f @U m E n t;foʊmɛnt
fondness;2;fŏʹndneſs;f A n d n @ s;fɑndnəs
fondle;2;fŏʹndle;f O: n d @ l;fOːndəl
font;1;fŏnt;f A n t;fɑnt
fool;1;fool;f u l;ful
foolery;3;fooʹlĕry;f u l 3:r i:;fulɜ:riː
footing;2;fooʹting;f U 4 i N;fʊɾiŋ
footman;2;fooʹtman;f U t m @ n;fʊtmən
footpad;2;fooʹtpăd;f U t p { d;fʊtpæd
footstep;2;fooʹtſtep;f U t s t E p;fʊtstɛp
fop;1;fŏp;f O: p;fOːp
forage;2;fŏʹrage;f O: r\ i dZ;fOːɹi?
forbearance;3;fŏrbeaʹrănce;f O: r\ b E r\ @ n s;fOːɹbɛɹəns
forbid;2;forbiʹd;f 3:r b I d;fɜ:rbɪd
force;1;fŏrce;f O: r\ s;fOːɹs
forceps;2;fŏʹrcĕps;f O: r\ s E p s;fOːɹsɛps
forces;2;fŏʹrces;f O: r\ s i z;fOːɹsiz
forcible;3;fŏʹrcĭble;f O: r\ s @ b @ l;fOːɹsəbəl
ford;1;fŏrd;f O: r\ d;fOːɹd
forebode;2;fōr_e_bōʹde;f O: r\ b @U d;fOːɹboʊd
forecast;2;fōʹr_e_căſt;f O: r\ k { s t;fOːɹkæst
forecastle;3;fōʹr_e_căſtle;f O: r\ k { s @ l;fOːɹkæsəl
foreclose;2;fōr_e_clōʹſe;f O: r\ k l @U z;fOːɹkloʊz
forefathers;3;fōʹr_e_făthers;f O: r\ f A D 3:r z;fOːɹfɑðɜ:rz
forego;2;fōʹr_e_go;f O: r\ g @U;fOːɹgoʊ
forehand;2;fōʹr_e_hănd;f O: r\ h { n d;fOːɹhænd
forehead;2;fōʹr_e_head;f O: r\ h E d;fOːɹhɛd
foreign;2;fŏʹreign;f O: r\ @ n;fOːɹən
foreman;2;fōʹr_e_man;f O: r\ m @ n;fOːɹmən
foremost;2;fōʹr_e_mŏſt;f O: r\ m @U s t;fOːɹmoʊst
forerunner;3;fōr_e_rŭʹnner;f O: r\ V n 3:r;fOːɹʌnɜ:r
foresee;2;fōreſeeʹ;f O: r\ s i:;fOːɹsiː
foresight;2;foʹresī_gh_t;f O: r\ s aI t;fOːɹs?t
forest;2;fŏreſt;f O: r\ @ s t;fOːɹəst
forestall;2;fōreſtall;f O: r\ s t O: l;fOːɹstOːl
forester;3;fŏʹrĕſt_e_r;f O: r\ @ s t 3:r;fOːɹəstɜ:r
foretaste;2;fōʹr_e_tāſte;f O: r\ t eI s t;fOːɹt?st
foretell;2;fōr_e_teʹll;f O: r\ t E l;fOːɹtɛl
forethought;2;fōʹr_e_tho_ugh_t;f O: r\ T O: t;fOːɹθOːt
forge;1;fŏrge;f O: r\ dZ;fOːɹ?
forgery;3;fŏʹrgĕry;f O: r\ dZ 3:r i:;fOːɹ?ɜ:riː
forget;2;fŏrgĕt;f 3:r g E t;fɜ:rgɛt
forgetfulness;4;fŏrgĕʹtfŭlneſs;f 3:r g E t f @ l n @ s;fɜ:rgɛtfəlnəs
forgive;2;fŏrgiʹve;f 3:r g I v;fɜ:rgɪv
forgiveness;3;fŏrgĭʹveneſs;f 3:r g I v n @ s;fɜ:rgɪvnəs
fork;1;fŏrk;f O: r\ k;fOːɹk
forked;2;fŏʹrked;f O: r\ k t;fOːɹkt
forlorn;2;fŏrloʹrn;f 3:r l O: r\ n;fɜ:rlOːɹn
form;1;fŏrm;f O: r\ m;fOːɹm
formal;2;fŏʹrmal;f O: r\ m @ l;fOːɹməl
formalities;4;fŏrmăʹlĭties;f O: r\ m { l @ 4 i: z;fOːɹmæləɾiːz
formality;4;formăʹlĭty;f O: r\ m { l @ 4 i:;fOːɹmæləɾiː
formation;4;fŏrmāʹtion;f O: r\ m eI S @ n;fOːɹm?ʃən
former;2;fŏʹrmer;f O: r\ m 3:r;fOːɹmɜ:r
formerly;3;fŏʹrmĕrly;f O: r\ m 3:r l i:;fOːɹmɜ:rliː
formidable;4;foʹrmĭdable;f O: r\ m @ 4 @ b @ l;fOːɹməɾəbəl
formula;3;fŏʹrmŭlā;f O: r\ m j @ l @;fOːɹmjələ
formulary;4;fŏʹrmŭlăry;f O: r\ m j @ l E r\ i:;fOːɹmjəlɛɹiː
forsake;2;forsāʹke;f O: r\ s eI k;fOːɹs?k
fort;1;fŏrt;f O: r\ t;fOːɹt
forte;2;fŏʹrtè;f O: r\ 4 eI;fOːɹɾ?
forthwith;2;fŏʹrthwith;f O: r\ T w I T;fOːɹθwɪθ
fortification;6;fŏrtĭficāʹtion;f O: r\ 4 @ f @ k eI S @ n;fOːɹɾəfək?ʃən
fortify;3;fŏʹrtĭfy;f O: r\ 4 i f aI;fOːɹɾif?
fortitude;3;fŏʹrtĭtūde;f O: r\ 4 i t u d;fOːɹɾitud
fortress;2;fŏʹrtrĕſs;f O: r\ t r\ @ s;fOːɹtɹəs
fortuitous;4;fŏrtūʹĭt_o_us;f O: r\ t u i 4 @ s;fOːɹtuiɾəs
fortunate;3;fŏʹrtūnāte;f O: r\ tS @ n @ t;fOːɹ?ənət
fortune;2;fŏʹrtūne;f O: r\ tS @ n;fOːɹ?ən
forward;2;fŏʹrward;f O: r\ w 3:r d;fOːɹwɜ:rd
foss;1;fŏſs;f A s;fɑs
fossils;2;fŏʹſſils;f A s @ l z;fɑsəlz
foster;2;fŏʹſt_e_r;f A s t 3:r;fɑstɜ:r
four;1;fō_u_r;f O: r\;fOːɹ
fourteen;2;fo_u_ʹrteen;f O: r\ t i: n;fOːɹtiːn
fowl;1;fȯẇl;f aU l;f?l
fowler;2;fȯẇler;f aU l 3:r;f?lɜ:r
fox;1;fŏx;f A k s;fɑks
fraction;3;frăʹction;f r\ { k S @ n;fɹækʃən
fractious;3;frăʹcti_o_us;f r\ { k S @ s;fɹækʃəs
fracture;2;frăʹctūre;f r\ { k tS 3:r;fɹæk?ɜ:r
fragment;2;frăʹgment;f r\ { g m @ n t;fɹægmənt
fragrant;2;fraʹgrant;f r\ eI g r\ @ n t;fɹ?gɹənt
frail;1;frail;f r\ eI l;fɹ?l
frailty;2;fraiʹlty;f r\ eI l t i:;fɹ?ltiː
frame;1;frāme;f r\ eI m;fɹ?m
franc;1;frănc;f r\ { N k;fɹæŋk
franchise;2;frăʹnchīſe;f r\ { n tS aI z;fɹæn??z
franciscan;3;frăncĭʹſcan;f r\ { n s I s k @ n;fɹænsɪskən
frank;1;frănk;f r\ { N k;fɹæŋk
frankincense;3;frănkĭʹncĕnſe;f r\ { N k @ n s E n s;fɹæŋkənsɛns
franks;1;frănks;f r\ { N k s;fɹæŋks
frantic;2;frăʹntic;f r\ { n t i k;fɹæntik
fraternal;3;fratĕʹrnal;f r\ @ t 3:r n @ l;fɹətɜ:rnəl
fraternity;4;fratĕʹrnity;f r\ @ t 3:r n @ 4 i:;fɹətɜ:rnəɾiː
fratricide;3;frăʹtrĭcīde;f r\ { t r\ @ s aI d;fɹætɹəs?d
fraud;1;fraud;f r\ O: d;fɹOːd
fraudulent;3;frauʹdūlent;f r\ O: dZ @ l @ n t;fɹOː?ələnt
fray;1;fray;f r\ eI;fɹ?
freak;1;freak;f r\ i: k;fɹiːk
freckles;2;frĕʹckles;f r\ E k @ l z;fɹɛkəlz
free;1;free;f r\ i:;fɹiː
freethinker;3;freeʹthĭnk_e_r;f r\ i: T I N k 3:r;fɹiːθɪŋkɜ:r
freedom;2;freeʹdom;f r\ i: 4 @ m;fɹiːɾəm
freehold;2;freeʹhold;f r\ i: h @U l d;fɹiːhoʊld
freeholders;3;freeʹhold_e_rs;f r\ i: h @U l d 3:r z;fɹiːhoʊldɜ:rz
freeman;2;freeʹman;f r\ i: m @ n;fɹiːmən
freestone;2;freeʹſtone;f r\ i: s t @U n;fɹiːstoʊn
freeze;1;freeze;f r\ i: z;fɹiːz
french;1;frĕnch;f r\ E n tS;fɹɛn?
frequency;3;frĕʹquĕncy;f r\ i: k w @ n s i:;fɹiːkwənsiː
fresco;2;frĕʹſco;f r\ E s k @U;fɹɛskoʊ
fresh;1;frĕſh;f r\ E S;fɹɛʃ
fret;1;frĕt;f r\ E t;fɹɛt
fretful;2;frĕʹtful;f r\ E t f @ l;fɹɛtfəl
friar;2;frīʹar;f r\ aI 3:r;fɹ?ɜ:r
friction;3;frĭʹction;f r\ I k S @ n;fɹɪkʃən
friday;2;frīʹday;f r\ aI 4 i:;fɹ?ɾiː
friend;1;fr_i_ĕnd;f r\ E n d;fɹɛnd
friendship;2;fr_i_ĕʹndſhip;f r\ E n d S i p;fɹɛndʃip
friendly;2;fr_i_ĕʹndly;f r\ E n d l i:;fɹɛndliː
frier;2;frīʹer;f r\ aI 3:r;fɹ?ɜ:r
frigate;2;frĭʹgate;f r\ I g @ t;fɹɪgət
fright;1;frī_gh_t;f r\ aI t;fɹ?t
frightful;2;frīʹ_gh_tful;f r\ aI t f @ l;fɹ?tfəl
frigid;2;frĭʹgid;f r\ I dZ @ d;fɹɪ?əd
fringe;1;frĭnge;f r\ I n dZ;fɹɪn?
frith;1;frĭth;f r\ I T;fɹɪθ
fritter;2;frĭʹtt_e_r;f r\ I 4 3:r;fɹɪɾɜ:r
frivolous;3;frĭʹvŏl_o_us;f r\ I v @ l @ s;fɹɪvələs
frock;1;frŏck;f r\ A k;fɹɑk
frog;1;frŏg;f r\ A g;fɹɑg
frolic;2;frŏʹlic;f r\ A l i k;fɹɑlik
front;1;frŏnt;f r\ V n t;fɹʌnt
frontiers;2;frŏntieʹrs;f r\ @ n t I r\ z;fɹəntɪɹz
frost;1;frŏſt;f r\ O: s t;fɹOːst
froth;1;frŏth;f r\ O: T;fɹOːθ
frown;1;frȯẇn;f r\ aU n;fɹ?n
frozen;2;fr_o_ʹz_e_n;f r\ @U z @ n;fɹoʊzən
frugal;1;frūʹgal;f r\ u g @ l;fɹugəl
frugality;3;frūgăʹlĭty;f r\ u g { l @ 4 i:;fɹugæləɾiː
fruit;1;frū_i_t;f r\ u t;fɹut
fruitfulness;3;frū_i_ʹtfŭlneſs;f r\ u t f @ l n @ s;fɹutfəlnəs
fruition;4;frūĭʹtĭon;f r\ u I S @ n;fɹuɪʃən
fruitless;2;frū_i_ʹtleſs;f r\ u t l @ s;fɹutləs
frush;1;frŭſh;f r\ V S;fɹʌʃ
frustrate;2;frŭʹſtrāte;f r\ V s t r\ eI t;fɹʌstɹ?t
fry;1;fry;f r\ aI;fɹ?
fuel;2;fūʹel;f j u @ l;fjuəl
fugitive;3;fūʹgĭtive;f j u dZ @ 4 i v;fju?əɾiv
fugue;1;fūg_ue_;f j u g;fjug
full;1;fŭʹll;f U l;fʊl
fuller;2;fŭʹller;f U l 3:r;fʊlɜ:r
fulminate;3;fŭʹlmĭnāte;f U l m @ n eI t;fʊlmən?t
fulsome;2;fŭʹlsŏme;f U l s @ m;fʊlsəm
fumble;2;fŭʹmble;f V m b @ l;fʌmbəl
fume;1;fūme;f j u m;fjum
fumigate;3;fūʹmĭgāte;f j u m @ g eI t;fjuməg?t
fumigation;5;fūʹmĭgāʹtion;f j u m @ g eI S @ n;fjuməg?ʃən
function;3;fŭʹnction;f V N k S @ n;fʌŋkʃən
fund;1;fŭnd;f V n d;fʌnd
fundamental;4;fŭʹndămĕʹntal;f V n d @ m E n t @ l;fʌndəmɛntəl
funeral;3;fuʹnĕral;f j u n 3:r @ l;fjunɜ:rəl
funerary;4;fūʹnĕrăry;f j u n 3:r E r\ i:;fjunɜ:rɛɹiː
funk;1;fŭnk;f V N k;fʌŋk
funnel;2;fŭʹnnel;f V n @ l;fʌnəl
furbish;2;fŭʹrbiſh;f 3:r b i S;fɜ:rbiʃ
furious;3;fūʹrĭous;f j U r\ i: @ s;fjʊɹiːəs
furl;1;fŭrl;f 3:r l;fɜ:rl
furlong;2;fŭʹrlong;f 3:r l O: N;fɜ:rlOːŋ
furlough;2;fŭʹrlo_ugh_;f 3:r l @U;fɜ:rloʊ
furnace;2;fŭʹrnace;f 3:r n @ s;fɜ:rnəs
furnish;2;fŭʹrniſh;f 3:r n i S;fɜ:rniʃ
furniture;3;fŭʹrnĭtūre;f 3:r n i tS 3:r;fɜ:rni?ɜ:r
furr;1;fŭrr;f 3:r;fɜ:r
furrier;3;fŭʹrrĭer;f 3:r i: 3:r;fɜ:riːɜ:r
furrow;2;fŭʹrro_w_;f 3:r @U;fɜ:roʊ
further;2;fŭʹrther;f 3:r D 3:r;fɜ:rðɜ:r
furtherance;3;fŭʹrthĕrănce;f 3:r T 3:r @ n s;fɜ:rθɜ:rəns
furthest;2;fŭʹrtheſt;f 3:r T @ s t;fɜ:rθəst
fury;2;fūʹry;f j U r\ i:;fjʊɹiː
fusible;3;fūʹsĭble;f j u z @ b @ l;fjuzəbəl
fusion;3;fūʹſion;f j u Z @ n;fjuʒən
fust;1;fŭſt;f V s t;fʌst
future;2;fūʹtŭre;f j u tS 3:r;fju?ɜ:r
futurity;4;fūtūʹrĭty;f j u tS 3:r r\ i 4 i:;fju?ɜ:rɹiɾiː
fuzz;1;fŭzz;f V z;fʌz
gabel;2;gāʹbel;g @ b E l;gəbɛl
gable;2;gāʹble;g eI b @ l;g?bəl
gabriel;3;gāʹbriel;g eI b r\ i: @ l;g?bɹiːəl
gad;1;găd;g { d;gæd
gadfly;2;găʹdfly;g { d f l aI;gædfl?
gage;1;gāge;g eI dZ;g??
gager;2;gāʹger;g eI g 3:r;g?gɜ:r
gain;1;gain;g eI n;g?n
gainful;2;gaiʹnful;g eI n f @ l;g?nfəl
gainsay;2;gaiʹnſay;g eI n s eI;g?ns?
galaxy;3;găʹlăxy;g { l @ k s i:;gæləksiː
gale;1;gāle;g eI l;g?l
gall;1;gall;g O: l;gOːl
gallant;2;găllăʹnt;g { l @ n t;gælənt
gallantry;3;găʹllăntry;g { l @ n t r\ i:;gæləntɹiː
gallery;2;găʹllĕry;g { l 3:r i:;gælɜ:riː
galley;2;găʹlley;g { l i:;gæliː
gallon;2;găʹllon;g { l @ n;gælən
galloon;2;gallooʹn;g @ l u n;gəlun
gallop;2;găʹllop;g { l @ p;gæləp
galloway;3;găʹllŏway;g { l @U w eI;gæloʊw?
gallows;2;găʹllo_w_s;g { l @U z;gæloʊz
galls;1;galls;g O: l z;gOːlz
gambler;2;găʹmbler;g { m b l 3:r;gæmblɜ:r
game;1;gāme;g eI m;g?m
gammon;2;găʹmmŏn;g { m @ n;gæmən
gamut;2;găʹmut;g { m @ t;gæmət
gander;3;găʹnd_e_r;g { n d 3:r;gændɜ:r
gang;1;găng;g { N;gæŋ
gantlet;2;găʹntlet;g O: n t l @ t;gOːntlət
gap;1;găp;g { p;gæp
gape;1;gāpe;g eI p;g?p
garb;1;gărb;g A r\ b;gɑɹb
garbage;2;găʹrbage;g A r\ b i dZ;gɑɹbi?
garble;2;găʹrble;g A r\ b @ l;gɑɹbəl
garden;2;găʹrden;g A r\ d @ n;gɑɹdən
gardening;3;găʹrdĕning;g A r\ d @ n i N;gɑɹdəniŋ
gardener;3;găʹrdĕner;g A r\ d @ n 3:r;gɑɹdənɜ:r
gare;1;gāre;g E r\;gɛɹ
garish;2;gāʹriſh;g E r\ i S;gɛɹiʃ
garland;2;găʹrland;g A r\ l @ n d;gɑɹlənd
garlic;2;găʹrlic;g A r\ l i k;gɑɹlik
garment;2;găʹrment;g A r\ m @ n t;gɑɹmənt
garner;2;găʹrner;g A r\ n 3:r;gɑɹnɜ:r
garnet;2;găʹrnet;g A r\ n @ t;gɑɹnət
garnish;2;găʹrniſh;g A r\ n i S;gɑɹniʃ
garret;2;găʹrret;g E r\ i t;gɛɹit
garrison;3;găʹrrĭſon;g { r\ i s @ n;gæɹisən
garrulous;3;găʹrrūl_o_us;g E r\ @ l @ s;gɛɹələs
garter;2;găʹrt_e_r;g A r\ 4 3:r;gɑɹɾɜ:r
gash;1;găſh;g { S;gæʃ
gash;1;_g_aſh;g { S;gæʃ
gasp;1;găſp;g { s p;gæsp
gate;1;gāte;g eI t;g?t
gather;2;găʹther;g { D 3:r;gæðɜ:r
gathers;2;găʹthers;g { D 3:r z;gæðɜ:rz
gaudy;2;gaūʹdy;g O: 4 i:;gOːɾiː
gavel;2;gaʹvel;g { v @ l;gævəl
gauge;1;gauge;g eI dZ;g??
gauger;2;gauʹger;g eI dZ 3:r;g??ɜ:r
gauging;2;gauʹging;g eI dZ i N;g??iŋ
gause;1;gauſe;g O: z;gOːz
gay;1;gay;g eI;g?
gaze;1;gāze;g eI z;g?z
gazette;2;gazʹĕtte;g @ z E t;gəzɛt
gear;1;gear;g I r\;gɪɹ
gem;1;gĕm;dZ E m;?ɛm
gemini;3;gĕʹmĭnī;dZ E m @ n aI;?ɛmən?
gemma;2;gĕʹmmā;dZ E m @;?ɛmə
gender;2;gĕʹnd_e_r;dZ E n d 3:r;?ɛndɜ:r
genealogy;5;gĕnĕăʹlŏgy;dZ i: n i: A l @ dZ i:;?iːniːɑlə?iː
general;3;gĕʹnĕral;dZ E n 3:r @ l;?ɛnɜ:rəl
generalissimo;6;gĕnĕrălĭʹſſĭmo;dZ E n E r\ @ l I s i m @U;?ɛnɛɹəlɪsimoʊ
generality;5;gĕnĕraʹlĭty;dZ E n 3:r { l @ 4 i:;?ɛnɜ:ræləɾiː
generate;3;gĕʹnĕʹrāte;dZ E n 3:r eI t;?ɛnɜ:r?t
generating;4;gĕʹnĕrāting;dZ E n 3:r eI 4 i N;?ɛnɜ:r?ɾiŋ
generation;5;gĕnĕrāʹtion;dZ E n 3:r eI S @ n;?ɛnɜ:r?ʃən
generative;4;gĕʹnĕrătive;dZ E n 3:r @ 4 i v;?ɛnɜ:rəɾiv
generosity;5;gĕnĕrŏʹſĭty;dZ E n 3:r A s @ 4 i:;?ɛnɜ:rɑsəɾiː
generous;3;gĕʹnĕr_o_us;dZ E n 3:r @ s;?ɛnɜ:rəs
genesis;3;gĕʹnĕſis;dZ E n @ s @ s;?ɛnəsəs
genet;6;gĕʹnet;dZ E n i t;?ɛnit
geneva;3;gĕnēʹvā;dZ @ n i: v @;?əniːvə
genial;3;gĕʹnĭal;dZ i: n j @ l;?iːnjəl
genital;3;gĕʹnĭtal;dZ E n @ 4 @ l;?ɛnəɾəl
genitals;3;gĕʹnĭtals;dZ E n @ 4 @ l z;?ɛnəɾəlz
genius;3;gĕʹnĭus;dZ i: n j @ s;?iːnjəs
genteel;2;gĕnteeʹl;dZ E n t i: l;?ɛntiːl
gentian;3;gĕʹntian;dZ E n S @ n;?ɛnʃən
gentile;2;gĕʹntīle;dZ E n t aI l;?ɛnt?l
gentility;4;gĕntĭʹlĭty;dZ E n t I l i 4 i:;?ɛntɪliɾiː
gentle;2;gĕʹntle;dZ E n t @ l;?ɛntəl
gentleman;3;gĕʹntl_e_man;dZ E n t @ l m @ n;?ɛntəlmən
gentleness;3;gĕʹntl_e_neſs;dZ E n t @ l n @ s;?ɛntəlnəs
gently;2;gĕʹntly;dZ E n t l i:;?ɛntliː
gentry;2;gĕʹntry;dZ E n t r\ i:;?ɛntɹiː
